FID,field_number,health_category,category_confidence,date,tsn,organization,geom
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e6a,SWC-Zc-07128B,Unknown,Unknown,2007-05-23,180621,SWC,POINT (-117.26944 32.972802)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e69,SWC-Zc-07149B,Biotoxin,Suspected,2007-06-15,180621,SWC,POINT (-117.26944 32.972802)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e68,SWC-Zc-07153B,Trauma - human interaction,Diagnosed,2007-06-21,180621,SWC,POINT (-117.26944 32.972802)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e67,SWC-Zc-07171B,Other,Diagnosed,2007-09-29,180621,SWC,POINT (-117.26944 32.972802)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e66,SWC-ZC-08-74B,Infectious Disease - known pathogen,Diagnosed,2008-05-14,180621,SWC,POINT (-117.406527 33.219161)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e65,SWC-ZC-09-09B,Trauma - other,Diagnosed,2009-01-19,180621,SWC,POINT (-117.278434 32.847479)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e64,SWC-Zc-09137B,Biotoxin,Suspected,2009-07-01,180621,SWC,POINT (-117.26944 32.972802)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e63,SWC-Zc-09151B,Biotoxin,Suspected,2009-10-14,180621,SWC,POINT (-117.26944 32.972802)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e62,SWC-ZC-09-22B,Infectious disease - non-specific,Suspected,2009-02-02,180621,SWC,POINT (-117.2983 33.046883)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e61,SWC-Zc-1003B,Infectious Disease - known pathogen,Diagnosed,2010-01-07,180621,SWC,POINT (-117.26944 32.972802)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e60,SWC-ZC-10-164B,Infectious Disease - non-specific,Suspected,2010-09-12,180621,SWC,POINT (-117.338331 33.136154)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e5f,SWC-ZC-08-16B,Infectious Disease - known pathogen,Diagnosed,2008-02-02,180621,SWC,POINT (-117.2742333 32.98895)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e5e,SWC-ZC-08-56B,Biotoxin,Suspected,2008-04-25,180621,SWC,POINT (-117.2742333 32.98895)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e5d,SWC-ZC-06-148B,Biotoxin,Suspected,2006-12-31,180621,SWC,POINT (-117.2757 32.9977)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e5c,SWC-ZC-08-129B,Infectious Disease - known pathogen,Diagnosed,2008-11-12,180621,SWC,POINT (-118.5566 33.005)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e5b,SWC-ZC-10-160B,Biotoxin,Suspected,2010-08-05,180621,SWC,POINT (-117.27865 33.00525)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e5a,SWC-ZC-10-160B,Trauma - other,Suspected,2010-08-05,180621,SWC,POINT (-117.27865 33.00525)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e59,SWC-ZC-09-34B,Other,Suspected,2009-02-27,180621,SWC,POINT (-117.2793833 33.00925)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e58,SWC-ZC-07-18B,Malnutrition,Suspected,2007-02-10,180621,SWC,POINT (-117.280422 33.01398)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e57,SWC-ZC-10-177B,Neoplasia,Diagnosed,2010-12-14,180621,SWC,POINT (-117.281249 33.015295)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e56,SWC-ZC-10-84B,Other,Suspected,2010-04-25,180621,SWC,POINT (-117.281233 33.015459)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e55,SWC-ZC-07-92B,Infectious disease - non-specific,Diagnosed,2007-05-05,180621,SWC,POINT (-117.2825 33.01666667)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e54,SWC-ZC-06-53B,Biotoxin,Suspected,2006-04-15,180621,SWC,POINT (-117.28524 33.020702)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e53,SWC-ZC-07-64B,Biotoxin,Suspected,2007-04-24,180621,SWC,POINT (-117.2854333 33.02146667)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e52,SWC-ZC-09-71B,Biotoxin,Suspected,2009-04-25,180621,SWC,POINT (-117.285279 33.021471)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e51,SWC-ZC-07-93B,Infectious Disease - known pathogen,Suspected,2007-05-05,180621,SWC,POINT (-117.2854167 33.02171667)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e50,SWC-ZC-07-61B,Biotoxin,Suspected,2007-05-01,180621,SWC,POINT (-117.2857667 33.02241667)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e4f,SWC-ZC-08-136B,Biotoxin,Suspected,2008-12-09,180621,SWC,POINT (-117.29465 33.03685)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e4e,SWC-ZC-09-85B,Biotoxin,Suspected,2009-05-06,180621,SWC,POINT (-117.2983 33.04688333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e4d,SWC-ZC-10-132B,Biotoxin,Suspected,2010-05-21,180621,SWC,POINT (-117.298143 33.046925)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e4c,SWC-ZC-07-80B,Biotoxin,Suspected,2007-04-29,180621,SWC,POINT (-117.2979167 33.04726667)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e4b,SWC-ZC-08-99B,Infectious Disease - non-specific,Suspected,2008-06-14,180621,SWC,POINT (-117.2979167 33.04726667)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e4a,SWC-ZC-06-57B,Biotoxin,Suspected,2006-04-16,180621,SWC,POINT (-117.2977833 33.04731667)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e49,SWC-ZC-09-04B,Malnutrition,Suspected,2009-01-09,180621,SWC,POINT (-117.2980333 33.04738333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e48,SWC-ZC-09-07B,Trauma - human interaction,Diagnosed,2009-01-19,180621,SWC,POINT (-117.298673 33.047973)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e47,SWC-ZC-07-15B,Infectious Disease - known pathogen,Diagnosed,2007-02-03,180621,SWC,POINT (-117.298673 33.047973)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e46,SWC-ZC-09-86B,Biotoxin,Suspected,2009-05-07,180621,SWC,POINT (-117.298326 33.048121)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e45,SWC-ZC-06-21B,Unknown,Unknown,2006-03-18,180621,SWC,POINT (-117.299077 33.049011)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e44,SWC-ZC-06-37B,Biotoxin,Suspected,2006-04-02,180621,SWC,POINT (-117.3021 33.05641667)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e43,SWC-ZC-10-178B,Unknown,Unknown,2010-12-23,180621,SWC,POINT (-117.3063733 33.0735)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e42,SWC-ZC-06-74B,Infectious disease - non-specific,Suspected,2006-04-23,180621,SWC,POINT (-117.3070333 33.07658333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e41,SWC-ZC-09-156B,Neoplasia,Diagnosed,2009-10-20,180621,SWC,POINT (-117.337658 33.134021)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e40,SWC-ZC-10-128B,Malnutrition,Diagnosed,2010-05-20,180621,SWC,POINT (-117.332012 33.148116)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e3f,SWC-ZC-07-67B,Other,Suspected,2007-04-25,180621,SWC,POINT (-117.3192333 33.10818333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e3e,SWC-ZC-07-67B,Biotoxin,Suspected,2007-04-25,180621,SWC,POINT (-117.3192333 33.10818333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e3d,SWC-ZC-08-137B,Biotoxin,Suspected,2008-12-09,180621,SWC,POINT (-117.3242333 33.11265)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e3c,SWC-ZC-07-17B,Infectious Disease - known pathogen,Diagnosed,2007-02-04,180621,SWC,POINT (-117.3248667 33.11403333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e3b,SWC-ZC-10-147B,Malnutrition,Suspected,2010-06-09,180621,SWC,POINT (-117.383667 33.193414)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e3a,SWC-ZC-10-144B,Malnutrition,Suspected,2010-06-04,180621,SWC,POINT (-117.383667 33.193414)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e39,SWC-ZC-10-60B,Infectious disease - non-specific,Suspected,2010-04-14,180621,SWC,POINT (-117.36723 33.174558)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e38,SWC-ZC-07-81B,Biotoxin,Suspected,2007-04-29,180621,SWC,POINT (-117.32575 33.11656667)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e37,SWC-ZC-09-161B,Neoplasia,Diagnosed,2009-11-13,180621,SWC,POINT (-117.384225 33.193917)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e36,SWC-ZC-07-79B,Trauma - other,Suspected,2007-04-29,180621,SWC,POINT (-117.3261333 33.122)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e35,SWC-ZC-07-79B,Biotoxin,Suspected,2007-04-29,180621,SWC,POINT (-117.3261333 33.122)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e34,SWC-ZC-10-107B,Other,Diagnosed,2010-05-07,180621,SWC,POINT (-117.404434 33.216126)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e33,SWC-ZC-09-80B,Biotoxin,Suspected,2009-05-02,180621,SWC,POINT (-117.394331 33.204927)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e32,SWC-ZC-10-80B,Malnutrition,Suspected,2010-04-24,180621,SWC,POINT (-117.392448 33.20293)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e31,SWC-ZC-09-110B,Unknown,Unknown,2009-05-31,180621,SWC,POINT (-117.395632 33.207403)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e30,SWC-ZC-10-133B,Malnutrition,Diagnosed,2010-05-22,180621,SWC,POINT (-117.391166 33.204021)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e2f,SWC-ZC-06-133B,Neoplasia,Diagnosed,2006-10-10,180621,SWC,POINT (-117.3304167 33.12478333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e2e,SWC-ZC-07-56B,Biotoxin,Suspected,2007-04-13,180621,SWC,POINT (-117.3305167 33.12485)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e2d,SWC-ZC-07-174B,Unknown,Unknown,2007-10-20,180621,SWC,POINT (-117.333359 33.128217)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e2c,SWC-ZC-07-34B,Infectious disease - non-specific,Suspected,2007-03-09,180621,SWC,POINT (-117.337518 33.133805)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e2b,SWC-ZC-10-129B,Infectious Disease - non-specific,Diagnosed,2010-05-19,180621,SWC,POINT (-117.335483 33.130231)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e2a,SWC-ZC-10-87B,Infectious Disease - known pathogen,Diagnosed,2010-04-26,180621,SWC,POINT (-117.336749 33.131954)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e29,SWC-ZC-07-39B,Unknown,Unknown,2007-03-16,180621,SWC,POINT (-117.3391833 33.13775)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e28,SWC-ZC-09-13B,Infectious disease - non-specific,Suspected,2009-01-22,180621,SWC,POINT (-117.3389167 33.13833333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e27,SWC-ZC-06-04B,Neoplasia,Diagnosed,2006-01-11,180621,SWC,POINT (-117.3397833 33.13903333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e26,SWC-ZC-08-118B,Infectious Disease - known pathogen,Diagnosed,2008-09-27,180621,SWC,POINT (-117.3403 33.13958333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e25,SWC-ZC-10-113B,Other,Diagnosed,2010-05-10,180621,SWC,POINT (-117.406398 33.219269)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e24,SWC-ZC-10-61B,Trauma - other,Suspected,2010-04-15,180621,SWC,POINT (-117.406398 33.219269)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e23,SWC-ZC-08-09B,Trauma - human interaction,Diagnosed,2008-01-16,180621,SWC,POINT (-117.3426667 33.1448)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e22,SWC-ZC-07-33B,Malnutrition,Diagnosed,2007-03-07,180621,SWC,POINT (-117.343 33.14483333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e21,SWC-ZC-09-142B,Infectious Disease - known pathogen,Diagnosed,2009-07-10,180621,SWC,POINT (-117.344737 33.14574)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e20,SWC-ZC-08-100B,Infectious Disease - known pathogen,Diagnosed,2008-06-14,180621,SWC,POINT (-117.34564 33.146769)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e1f,SWC-ZC-10-142B,Malnutrition,Diagnosed,2010-05-31,180621,SWC,POINT (-117.345928 33.147204)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e1e,SWC-ZC-10-95B,Other,Diagnosed,2010-05-02,180621,SWC,POINT (-117.345928 33.147204)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e1d,SWC-ZC-08-76B,Infectious Disease - known pathogen,Diagnosed,2008-05-17,180621,SWC,POINT (-117.3533167 33.15696667)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e1c,SWC-ZC-09-24B,Trauma - human interaction,Diagnosed,2009-02-06,180621,SWC,POINT (-117.35655 33.16101667)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e1b,SWC-ZC-06-56B,Biotoxin,Suspected,2006-04-16,180621,SWC,POINT (-117.3583 33.1634)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e1a,SWC-ZC-10-167B,Other,Unknown,2010-09-29,180621,SWC,POINT (-117.3582 33.1638)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e19,SWC-ZC-07-25B,Trauma - human interaction,Diagnosed,2007-01-22,180621,SWC,POINT (-117.3634833 33.17033333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e18,SWC-ZC-08-87B,Infectious disease - non-specific,Suspected,2008-05-28,180621,SWC,POINT (-117.36252 33.17187)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e17,SWC-ZC-06-132B,Unknown,Unknown,2006-09-05,180621,SWC,POINT (-117.366029 33.173032)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e16,SWC-ZC-09-124B,Infectious disease - non-specific,Suspected,2009-06-04,180621,SWC,POINT (-117.237096 32.708274)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e15,SWC-ZC-07-76B,Other,Suspected,2007-04-26,180621,SWC,POINT (-117.3791833 33.1882)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e14,SWC-ZC-07-76B,Biotoxin,Suspected,2007-04-26,180621,SWC,POINT (-117.3791833 33.1882)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e13,SWC-ZC-07-170B,Unknown,Unknown,2007-09-21,180621,SWC,POINT (-117.3884333 33.19855)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e12,SWC-ZC-06-28B,Malnutrition,Diagnosed,2006-03-25,180621,SWC,POINT (-117.3888 33.2017)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e11,SWC-ZC-10-175B,Infectious Disease - known pathogen,Diagnosed,2010-12-07,180621,SWC,POINT (-117.3993 33.20685)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e10,SWC-ZC-07-102B,Infectious Disease - non-specific,Suspected,2007-05-08,180621,SWC,POINT (-117.3941833 33.20931667)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e0f,SWC-ZC-06-49-B,Biotoxin,Suspected,2006-04-13,180621,SWC,POINT (-117.3894833 33.21505)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e0e,SWC-ZC-10-57B,Infectious Disease - known pathogen,Diagnosed,2010-04-10,180621,SWC,POINT (-117.404352 33.215444)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e0d,SWC-ZC-06-130B,Malnutrition,Suspected,2006-08-23,180621,SWC,POINT (-117.406798 33.219528)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e0c,SWC-ZC-07-45B,Malnutrition,Suspected,2007-03-31,180621,SWC,POINT (-117.406798 33.219528)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e0b,SWC-ZC-06-72B,Unknown,Unknown,2006-04-22,180621,SWC,POINT (-117.4097 33.2211)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e0a,SWC-ZC-07-100B,Biotoxin,Suspected,2007-05-06,180621,SWC,POINT (-117.4085 33.228)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e09,SWC-ZC-07-84B,Biotoxin,Suspected,2007-04-30,180621,SWC,POINT (-117.4085 33.228)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e08,SWC-ZC-07-86B,Biotoxin,Suspected,2007-05-03,180621,SWC,POINT (-117.4085 33.228)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e07,SWC-ZC-10-64B,Infectious Disease - known pathogen,Diagnosed,2010-04-17,180621,SWC,POINT (-117.2981 33.046785)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e06,SWC-ZC-07-165B,Trauma - human interaction,Diagnosed,2007-07-30,180621,SWC,POINT (-117.4404667 33.26041667)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e05,SWC-ZC-07-165B,Biotoxin,Diagnosed,2007-07-30,180621,SWC,POINT (-117.4404667 33.26041667)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e04,SWC-ZC-07-129B,Biotoxin,Suspected,2007-05-24,180621,SWC,POINT (-117.4653833 33.29026667)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e03,SWC-ZC-08-113B,Other,Diagnosed,2008-08-11,180621,SWC,POINT (-117.40579 33.218137)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e02,SWC-ZC-09-133B,Malnutrition,Diagnosed,2009-06-28,180621,SWC,POINT (-117.399952 33.21462)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e01,SWC-ZC-09-113B,Malnutrition,Diagnosed,2009-06-04,180621,SWC,POINT (-117.385392 33.19517)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6e00,SWC-ZC-06-106-B,Other,Diagnosed,2006-05-30,180621,SWC,POINT (-117.5778 33.38098333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dff,SWC-ZC-10-172B,Other,Suspected,2010-11-19,180621,SWC,POINT (-117.57294 33.381)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dfe,SWC-ZC-10-20B,Unknown,Unknown,2010-02-22,180621,SWC,POINT (-117.603615 33.401057)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dfd,SWC-ZC-09-115B,Malnutrition,Diagnosed,2009-06-05,180621,SWC,POINT (-117.406527 33.219161)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dfc,CSL-8004,Infectious Disease - known pathogen,Suspected,2008-11-06,180621,TMMC,POINT (-122.184 37.691)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dfb,CSL-8019,Biotoxin,Diagnosed,2008-11-29,180621,TMMC,POINT (-122.189 37.701)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dfa,CSL-7367,Infectious Disease - non-specific,Diagnosed,2007-09-02,180621,TMMC,POINT (-122.205 37.712)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6df9,CSL-6965,Biotoxin,Diagnosed,2006-08-26,180621,TMMC,POINT (-122.273738 37.76438)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6df8,CSL-8658,Malnutrition,Suspected,2009-07-07,180621,TMMC,POINT (-122.265 37.782)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6df7,CSL-8856,Infectious Disease - known pathogen,Suspected,2009-08-01,180621,TMMC,POINT (-122.275 37.793)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6df6,CSL-9070,Trauma - other,Diagnosed,2009-09-14,180621,TMMC,POINT (-122.281 37.8)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6df5,CSL-9070,Biotoxin,Diagnosed,2009-09-14,180621,TMMC,POINT (-122.281 37.8)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6df4,CSL-9585,Malnutrition,Suspected,2010-05-30,180621,TMMC,POINT (-122.315 37.837)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6df3,CSL-7185,Neoplasia,Diagnosed,2007-04-11,180621,TMMC,POINT (-122.298 37.837)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6df2,CSL-7237,Other,Diagnosed,2007-05-18,180621,TMMC,POINT (-122.3 37.846)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6df1,CSL-7013,Infectious Disease - known pathogen,Diagnosed,2006-08-24,180621,TMMC,POINT (-122.300689 37.848784)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6df0,CSL-7975,Infectious Disease - known pathogen,Diagnosed,2008-10-17,180621,TMMC,POINT (-122.314 37.867)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6def,CSL-7552,Biotoxin,Diagnosed,2007-11-21,180621,TMMC,POINT (-122.311 37.889)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dee,CSL-7253,Malnutrition,Diagnosed,2007-05-27,180621,TMMC,POINT (-122.323 37.89)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6ded,CSL-7333,Trauma - human interaction,Diagnosed,2007-08-20,180621,TMMC,POINT (-121.561 37.816)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dec,CSL-7333,Biotoxin,Diagnosed,2007-08-20,180621,TMMC,POINT (-121.561 37.816)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6deb,CSL-7471,Infectious Disease - known pathogen,Diagnosed,2007-09-18,180621,TMMC,POINT (-122.324 37.9)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dea,CSL-9714,Unknown,Suspected,2010-09-02,180621,TMMC,POINT (-122.361 37.91)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6de9,CSL-8150,Trauma - other,Suspected,2009-05-18,180621,TMMC,POINT (-122.346 37.911)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6de8,CSL-8719,Biotoxin,Diagnosed,2009-07-28,180621,TMMC,POINT (-122.367 37.912)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6de7,CSL-7591,Biotoxin,Diagnosed,2008-01-31,180621,TMMC,POINT (-122.368 37.913)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6de6,CSL-7817,Infectious Disease - known pathogen,Suspected,2008-08-07,180621,TMMC,POINT (-122.348 37.914)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6de5,CSL-9446,Infectious Disease - non-specific,Suspected,2010-05-07,180621,TMMC,POINT (-122.344 37.915)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6de4,CSL-8503,Malnutrition,Suspected,2009-06-24,180621,TMMC,POINT (-122.387 37.922)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6de3,CSL-9574,Biotoxin,Diagnosed,2010-11-25,180621,TMMC,POINT (-121.65713 37.96933)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6de2,CSL-8160,Malnutrition,Suspected,2009-05-21,180621,TMMC,POINT (-122.365 37.974)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6de1,CSL-6561,Malnutrition,Suspected,2005-06-03,180621,TMMC,POINT (-121.799362 38.017164)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6de0,CSL-6561,Infectious Disease - non-specific,Suspected,2005-06-03,180621,TMMC,POINT (-121.799362 38.017164)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6ddf,CSL-6706,Biotoxin,Diagnosed,2005-08-20,180621,TMMC,POINT (-122.183071 38.046702)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dde,CSL-7621,Unknown,Suspected,2008-04-13,180621,TMMC,POINT (-120.1765 33.430333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6ddd,CSL-7622,Unknown,Suspected,2008-04-27,180621,TMMC,POINT (-121.624 35.469)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6ddc,CSL-8104,Malnutrition,Suspected,2009-07-11,180621,TMMC,POINT (-122.529 37.815)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6ddb,CSL-9356,Biotoxin,Diagnosed,2010-06-15,180621,TMMC,POINT (-122.53 37.82)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dda,CSL-8815,Trauma - other,Diagnosed,2009-07-26,180621,TMMC,POINT (-122.51 37.825)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dd9,CSL-8602,Biotoxin,Suspected,2009-07-02,180621,TMMC,POINT (-122.489 37.826)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dd8,CSL-8377,Malnutrition,Suspected,2009-06-14,180621,TMMC,POINT (-122.481 37.826)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dd7,CSL-8714,Unknown,Suspected,2009-07-13,180621,TMMC,POINT (-122.49 37.827)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dd6,CSL-8884,Infectious Disease - non-specific,Suspected,2009-08-16,180621,TMMC,POINT (-122.539 37.829)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dd5,CSL-9166,Trauma - other,Diagnosed,2009-09-29,180621,TMMC,POINT (-122.536 37.829)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dd4,CSL-9166,Other,Diagnosed,2009-09-29,180621,TMMC,POINT (-122.536 37.829)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dd3,CSL-8402,Malnutrition,Suspected,2009-06-16,180621,TMMC,POINT (-122.535 37.829)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dd2,CSL-8402,Infectious Disease - non-specific,Suspected,2009-06-16,180621,TMMC,POINT (-122.535 37.829)
