County Name,Water Body Name,Advisory Level,Incident Updated On,Bloom Determined By,BloomLastVerifiedOn,Description,Water Body Manager_Clean,Rec Land Manager_Clean,County Name,Has Contact With Water,Incident Information,Is Incident Resoloved,First Report,Water Body Name,Rec Land Manager,Regional Water Board,TypeofSign,Water Body Manager,Water Body Type,DetailStaticText,Latitude1,Longitude1
Alpine,Indian Creek Reservoir,Last verified >30 days ago,6/30/2021,Both,5/19/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,South Tahoe Public Utility District (STPUD),Bureau of Land Management (BLM),Alpine,FALSE,"South Tahoe Public Utility District performs regular monitoring of Indian Creek Reservoir, and also partners with Lahontan Water Board during the pre-holiday assessments to perform sampling at three locations.
------------------------------------------------------------------------------- 
6/21/21- Microscopy identification indicated low  to moderate amounts of the cyanobacteria species Woronichinia and Snowella. QPCR analysis on two of the samples did not indicate toxin producing cells, as such, toxin analysis was not performed. One sample contained cells that have the ability to produce the toxin Microcystin and ELISA showed it at the level of 0.32 ug/L which is below the caution trigger level of 0.8 ug/L. No Advisory

5/19/21- Microscopy identification indicated no cyanobacteria at one sample location. The other two locations contained low amounts of the cyanobacteria species Woronichinia and Dolichospermum. QPCR analysis on the samples containing cyanobacteria did not indicate toxin producing cells, as such, toxin analysis was not performed.",TRUE,5/19/2021,Indian Creek Reservoir,Bureau of Land Management (BLM),Region 6 - Lahontan,None,South Tahoe Public Utility District (STPUD),Reservoir with nearby campground,Detail,39,-120
Alpine,Red Lake,None,7/23/2021,Both,7/12/2021,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,California Department of Fish and Wildlife,California Department of Fish and Wildlife,Alpine,FALSE,"Red Lake is being monitored monthly through a collaborative effort between Lahontan Water Board and Alpine Watershed Group (AWG).
--------------------------------------------------------------------------------
7/23/2021: Multiple samples were collected at Red Lake on 7/12. Some of the samples had low abundance of microcystins but all beow the trigger level for a caution advisory. No advisory recommended. 

6/15/2021: Multiple samples were collected at Red Lake on 6/15. One sample had 0.53 ug/L microcystins which is below the trigger level for a caution advisory. No advisory.

5/17/21- CDFW monitored two locations as part of the Memorial Day pre-holiday assessment. Microscopy identification indicated no cyanobacteria at one sample location. The second location contained a low amount of the cyanobacteria species Aphanizomenon. QPCR analysis on the sample containing cyanobacteria did not indicate toxin producing cells, as such, toxin analysis was not performed.",FALSE,5/17/2021,Red Lake,California Department of Fish and Wildlife,Region 6 - Lahontan,None,California Department of Fish and Wildlife,Lake,Detail,39,-120
Alpine,Wet Meadows Reservoir,Caution,8/3/2021,Observation,8/1/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,NA,Alpine,FALSE,On 8/1/21 hiker visually observed a bloom that had green discolored water and a paint like appearance on the North East shoreline. Due to limited resources and limited vehicle accessibility we may not be able to make it to this waterbody to take a sample but due to apearance Caution is warented.,FALSE,8/1/2021,Wet Meadows Reservoir,,Region 6 - Lahontan,Caution,,Lake,Detail,39,-120
Butte,At the swimming area at Thermalito Forebay in Oroville,None,7/23/2021,Analytical,7/20/2021,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,NA,NA,Butte,TRUE,"The California Department of Water Resources (CA DWR) monitors the State Water Project facilities for cyanobacteria and cyanotoxins.  This is one of the monitoring locations.  Results of the monitoring are listed below.For more information, contact Maggie Macias, DWR Information Officer, (916) 653-8743.
----------------------------------------------
7/23/2021: Water was sampled on 7/20/2021 by Department of Water Resources staff. Lab did not detect cyanotoxins. No advisory.",FALSE,5/29/2021,At the swimming area at Thermalito Forebay in Oroville,,Region 5 - Central Valley,None,,,Detail,40,-122
Butte,Butte Creek ~1.5mi above Willow Cr.,Last verified >30 days ago,7/1/2021,analytical,6/16/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,NA,Butte,FALSE,"The Water Boards is performing an ambient monitoring study in coordination with the SWAMP Bioassessment Reference Condition Monitoring Program to collect toxic algal samples in wadeable streams. In 2021, samples will be collected twice at each monitoring station in areas with absent or minimal human disturbance in coordination with California Department of Fish and Wildlife. This study is to better characterize toxic algal mat presence throughout the state of California. The lab results and recommendations for this site is below.
………………………………………………………………………………………………….
6/16: samples were collected for lab analysis. Results were 14.23 ng/g dry weight for microcystins. Due to toxins detection in algal mats, toxic algae alert advisory recommended.",FALSE,6/16/2021,Butte Creek ~1.5mi above Willow Cr.,,Unknown Region,none,,creek,Detail,40,-121
Butte,Clear Creek at Paradise,Last verified >30 days ago,6/30/2021,analytical,5/11/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,NA,Butte,FALSE,"The Water Boards is performing an ambient monitoring study in coordination with the SWAMP Bioassessment Reference Condition Monitoring Program to collect toxic algal samples in wadeable streams. In 2021, samples will be collected twice at each monitoring station in areas with absent or minimal human disturbance in coordination with California Department of Fish and Wildlife. This study is to better characterize toxic algal mat presence throughout the state of California. The lab results and recommendations for this site is below.
………………………………………………………………………………………………….
5/11/2021: lab results from sampling showed cyanotoxins at non-detect.",FALSE,5/11/2021,Clear Creek at Paradise,,Unknown Region,none,,creek,Detail,40,-122
Butte,Concow Creek above Camelot Ln.,Last verified >30 days ago,7/1/2021,Both,5/24/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,NA,Butte,FALSE,"The Water Boards is performing an ambient monitoring study in coordination with the SWAMP Bioassessment Reference Condition Monitoring Program to collect toxic algal samples in wadeable streams. In 2021, samples will be collected twice at each monitoring station in areas with absent or minimal human disturbance in coordination with California Department of Fish and Wildlife. This study is to better characterize toxic algal mat presence throughout the state of California. The lab results and recommendations for this site is below.
………………………………………………………………………………………………….
5/24/2021: Lab analysis from samples taken on 5/24 showed cyanotoxins at non-detect. No advisory recommended.",FALSE,5/24/2021,Concow Creek above Camelot Ln.,,Unknown Region,None,,creek,Detail,40,-122
Butte,Dry Creek at Paradise,Last verified >30 days ago,6/30/2021,analytical,5/25/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,NA,Butte,FALSE,"The Water Boards is performing an ambient monitoring study in coordination with the SWAMP Bioassessment Reference Condition Monitoring Program to collect toxic algal samples in wadeable streams. In 2021, samples will be collected twice at each monitoring station in areas with absent or minimal human disturbance in coordination with California Department of Fish and Wildlife. This study is to better characterize toxic algal mat presence throughout the state of California. The lab results and recommendations for this site is below.
………………………………………………………………………………………………….
5/25/2021: Samples were taken on 5/25. Lab results showed non-detect for cyanotoxins.",FALSE,5/25/2021,Dry Creek at Paradise,,Unknown Region,none,,creek,Detail,40,-122
Butte,"Lake Oroville, near dam",Last verified >30 days ago,7/1/2021,Both,6/21/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,CA Dept. of Water Resources (916) 653-8743,State Parks,Butte,FALSE,"California Department of Water Resources conducts cyanobacteria monitoring at Clifton Court Forebay Inlet from April to October (season is extended if cyanotoxins are present). DWR Public Affairs Office (916) 653-8743

6/25/21: Water sample collected on 6/21. Lab testing did not detect cyanotoxins and potentially toxigenic cyanobacteria were observed. No advisory.

5/28/2021: Water sample collected. Lab testing observed low abundance of potentially toxigenic (PTOX) cyanobacteria, no cyanotoxins analyzed. No advisory.",FALSE,5/4/2021,"Lake Oroville, near dam",State Parks,Region 5 - Central Valley,None,CA Dept. of Water Resources (916) 653-8743,,Detail,40,-121
Butte,Martin Creek at Galen Ridge Road.,Caution,7/23/2021,analytical,7/12/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,NA,Butte,FALSE,"The Water Boards is performing an ambient monitoring study in coordination with the SWAMP Bioassessment Reference Condition Monitoring Program to collect toxic algal samples in wadeable streams. In 2021, samples will be collected twice at each monitoring station in areas with absent or minimal human disturbance in coordination with California Department of Fish and Wildlife. This study is to better characterize toxic algal mat presence throughout the state of California. The lab results and recommendations for this site is below.
………………………………………………………………………………………………..
7/23/2021: Samples were collected on 7/12. Microcystins were detected at 970.5 ng/g dry weight. This exceeds the acute action level for dogs. A toxic algae alert is recommended.",FALSE,7/12/2021,Martin Creek at Galen Ridge Road.,,Unknown Region,caution,,creek,Detail,40,-121
Butte,Thermalito Afterbay Swim Beach,Last verified >30 days ago,7/14/2021,analytical test,7/6/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,CA Dept. of Water Resources (916) 653-8743,CA Dept. of Water Resources (916) 653-8743,Butte,FALSE,"California Department of Water Resources conducts cyanobacteria monitoring at Clifton Court Forebay Inlet from Memorial Day to Labor Day (season is extended if cyanotoxins are present). DWR Public Affairs Office (916) 653-8743

7/14/2021: Water samples collected on 7/12. Lab testing observed no potential toxin producers by microscopy and toxin analysis not conducted. No advisory.

7/9/2121: Water samples collected on 7/6. Lab testing observed no potential toxin producers by microscopy and toxin analysis not conducted. No advisory.

7/1/2121: Water samples collected on 6/28. Lab testing observed no potential toxin producers by microscopy and toxin analysis not conducted. No advisory.

6/25/2021: Water sample collected on 6/21/2021. Lab testing observed no potential toxin producers by microscopy and toxin analysis not conducted. No advisory.

6/15/2021: Water sample collected on 6147/2021. Lab testing observed no potential toxin producers by microscopy and toxin analysis not conducted. No advisory

6/10/2021: Water sample collected on 6/7/2021. Lab testing observed no potential toxin producers by microscopy and toxin analysis not conducted. No advisory

6/7/2021: Water sample collected on 6/2/2021. Lab testing observed no potential toxin producers by microscopy and toxin analysis not conducted. No advisory

5/28/2021: Water sample collected. Lab testing observed no potentially toxigenic (PTOX) cyanobacteria, no cyanotoxins analyzed. No advisory.",FALSE,5/4/2021,Thermalito Afterbay Swim Beach,CA Dept. of Water Resources (916) 653-8743,Region 5 - Central Valley,None,CA Dept. of Water Resources (916) 653-8743,,Detail,39,-122
